tsęh hǫ heyodokdaˀǫh,the edge
tsęh hǫ:weh gyǫgwehdahgǫh,our belief; religion
tsęh nadegyadǫdai:,during the week (literally: between the two Sundays)
tsęh niga:dę:s,"volume, density; how thick it is; mass"
tsęh nigaha:ˀ,all that is included
tsęh nigaˀshahsdeˀ,exponents
tsęh nihǫnhoˀdę:,character
tsęh nisaˀnigǫhoˀdęˀ,"your attitude, mood"
tsęh nisihnodę:,your skin type
tsęh nisǫ:nhi:s,your life expectancy
tsęh nitgˀadrehda:deˀ,the height of the car
tsęh niyo:sdeˀ,"mass; (literally: how much it weighs, how heavy it is)"
tsęh niyoga:ˀ,"equity, capital, value, worth"
tsęh niyogǫtra:sdeˀ,"weight, pounds, poundage"
tsęh niyohdǫhǫgyeˀ shęh hǫhwęjadadǫh,environment
tsęh niyohdǫˀs,descriptions
tsęh niyoyaˀdǫh,a direction
tsęh niyǫgwagyahsǫh,what we have done
tsęh niyǫgwaihoˀdę,our ways
tsęh niyǫgwaihoˀdę:,"our ways, our beliefs"
tsęh sǫnhe:gyeˀs,your spirit
tsęh tgiˀdrǫˀ,"where I live, reside"
tsęh ǫ:weh,it is really
tsęnǫhwehstaˀ,your (plural) bedroom
tsǫ:,that is all; just; only
tsǫ: nigęhne:sˀah,just a short length of cloth
tsǫ: niwatǫnaˀde:s,they are (literally: it is) just short spuds; they are short people
tsǫgwa:wi:,what he has given us (i.e. rights)
tsǫˀnehs,"you subtract, take away all the time"
twę:twę:t,duck
twę:twę:t dewatęhę:dǫˀ hadiˀdrǫtaˀ,duck pen
twętwętgeha:ˀ,Duck Dance
tę dega:wę:na:t,voiceless syllable
tę dega:yęˀ,there is not any
tęda:ge:ˀ,he is lying over there
tęhayęto:ˀah,"he will just plant it any old way or place, helter-skelter"
tęhsadodahsiˀ,you will appear unintentionally
tęnadręnaihaˀ,they (male) are praying
tęnatahahkwaˀ,"they (male) are travellers, shape-shifters"
tęnatnahsgǫ:nih,they (male) are teasing the animal
tęnedahkwaˀ,where they (male) come from 
tęwadadǫ:niˀ,it will emerge or appear unintentionally; it will do it by itself
tęˀ,no
tęˀ dagogeˀo:t,she has no hair
tęˀ daǫ,it will never happen
tęˀ daǫ:,it will never happen; definitely not
tęˀ dedo:gęhs,"no, it is not right"
tęˀ dega:dę:s,it is not thick
tęˀ dega:nǫ:ˀ,it is not costly
tęˀ degahshahsdeˀ,"no, it is not strong"
tęˀ dege:gęh,I did not see it
tęˀ degehnǫhweˀs,I do not like it
tęˀ degę:hęh,not too many
tęˀ dehayętwahs,he is not a planter
tęˀ dehoyętwęh,he did not plant
tęˀ dehoˀnihshęˀ,he has no father (description of the Peacemaker)
tęˀ dehswa:gęh,you all did not see it
tęˀ dejo:drę:no:t,it is not singing again
tęˀ dekˀnigǫha:,I am not expecting
tęˀ desadagaideˀ,you feel sick
tęˀ detga:yeiˀ,"it is bad, false, wrong"
tęˀ detga:yi:ˀ,"it is bad, false, wrong"
tęˀ dewa:ge:gęh,it did not see me
tęˀ dewa:gyęˀ,it is not mine; I do not have
tęˀ dewa:kni:nǫh dęˀ deˀa:kni:nǫh,I did not buy it
tęˀ deyagogeˀe:s,she does not have long hair
tęˀ deyǫtwaji:yǫ:nih,she is barren
tęˀ deˀakˀnigǫhaędaˀs,I do not understand
tęˀ dˀehogeˀo:t,he has no hair; he is bald
tęˀ dˀehoˀnigǫhaędaˀs,he does not understand
tęˀ dˀewadadehsęnaędi:,it does not know its name; she does not know her name
tęˀ dˀeyǫ:s,it is not long
tęˀ gaˀ toh,nowhere; anywhere
tęˀ giˀ daǫ:,"No, it will not happen; definitely not"
tęˀ giˀ hne:ˀ,not really
tęˀ giˀ ni:ˀ,"no, not me"
tęˀ gwahs ǫ:weh,not really
tęˀ gęh,no?
tęˀ hne:ˀ,not that
tęˀ hwę:dǫh,never; not ever
tęˀ nigęˀǫh,isn't it
tęˀ seˀ,not really
tęˀ sgahoˀdęˀ,nothing
tęˀ ta:gatgahtoh,I should not or will not look at it
tęˀ ta:ge:gęh,I will not or should not see it
tęˀ ta:kni:nǫh,I should not or will not buy it
tęˀ ta:wa:dǫh a:sejaodęˀ,No Smoking
tęˀ taeswa:gęh te:swa:gęh,you all should not (etc.) see it 
tęˀ tahayętoh,he will not plant
tęˀ taˀdehawehdǫ:,he did not mean it
tęˀ te:sagaę:,you are not willing
tęˀ teˀsnigǫhayei:ˀ,you are crazy (comical); you lose control of your mind
tęˀ to deˀa:ge:,I am not going (no glottal stop)
tęˀ tǫ ne:ˀ,not really
tǫ: hwaˀ,that one
tǫ: hǫ: ga:yęˀ,where it is; it is lying
tǫda:kdǫ:,blackcaps
tǫdaęht,Snowshoe rabbit
tǫwa:na:wi:,he has given them rights
wa:dǫh,it is said
wada:ta:ˀ,a snob
wadadedreˀs degahgwataˀ,crane (hoisting machine)
wadadedreˀs gagahoˀji:yaˀs,riding lawn mower
wadadedreˀs gaya:ˀdǫ:nihs,backhoe
wadadrihǫnyani:,reading material (literally: it has been read)
wadadwę:ni:yoˀ,wild animal
wadadwę:ni:yoˀ so:wa:s,"wild dog, stray dog"
wadagyˀada:ˀs,it is bold; a snob; she (literally: it) has a high opinion of herself; she (literally: it) is boastful
wadahnyǫhsǫ:t,baked squash
wadahsgwaga:da:s,lift bridge
wadahsgwage:tsgwahs,lift bridge
wadahyataˀdǫh,dried fruit
wadahǫdohaˀ,it is asking; the questioner
wadahǫhdohai:ˀ,it is washing its ears
wadaihaˀtaˀ,it heats things up
wadatgehǫhaˀ,she (literally: it) is a prostitute
wadatgowa:nęh,"it is rash, unwise, self-important, egotistical"
wadatgǫnyǫhstaˀ,she (literally: it) is stuck up
wadatnigǫha:ˀ,"it is wary, cautious"
wadawihǫˀ,presents
wadaˀgrahtaˀ,it resurfaces continually
wadaˀkędahs,ladies' fern
wadaˀyatgehǫhaˀ,a prostitute; (literally: it sells its private parts)
wadehshęˀ,it made its nest
wadehsǫ:nih,it makes a nest
wadeteˀtrahtaˀ,it powders itself
wadewayęhsdǫ:ˀ,the process of learning
wadewaǫda:s,air is put in it
wadewaǫda:s dewadiyǫtaˀ,balloon
wadeˀdreˀs,a drag; a car (old word); (literally: it is dragging itself)
wadeˀdreˀs degahehdahihtaˀ,drag harrows
wadeˀdǫhneˀ,pregnant animal
wadeˀnhehsodahkwaˀ,a harness (for an animal)
wadeˀnyędęhsdǫh,the act of measuring
wadeˀsgǫ:t,"it is roasting, frying"
wadeˀsgǫ:t oˀwahǫh,fried meat
wadihǫh,it is leaning against something
wado:wa:s,it is hunting
wadonyahnǫh,it is nervous
wadra:tsǫhs,it gets torn all the time
wadragwaęˀ,it is limp
wadrahkwaˀ,a container
wadraˀswi:yo:,good luck
wadri:yo:,"war, fight"
wadrihoˀda:s,"it works, it is a worker"
wadrihwagyaǫ:s,accidents (continuous)
wadrihwahsrǫ:ni:,peace; to make peace with someone
wadręnaehnęˀ,a praying mantis
wadręnaehnęˀ ojinǫ:waˀ,a praying mantis
wadręnotaˀ,"stereo, radio"
wadwahǫ:daˀk,it was roasted meat
wadwahǫ:t,it is roasting (on a spit)
wadwiyǫgyǫ:,abandoned child
wadwęnaga:da:s ohyadǫhsrǫ:dǫˀ,dictionary
wadęhi:ˀ ,it is stacked
wadęhi:ˀ oyę:daˀ ,cord of wood
wadęhsǫˀ,roasted white corn
wadęhsǫˀ ojihgwaˀ,roasted corn mush
wadęhsǫˀ onęhę:ˀ,roasted white corn
wadęhę:da:gyeˀ,the fence is continuing
wadęhę:kˀah,alongside of the fence
wadęhęde,fence
wadęnhaˀǫh,"it is chartered, hired"
wadęnohsgwaˀtroˀ,a window
wadęnyehdǫh,it is sent
wadęnǫhsawetahǫh,partition
wadęˀhęgǫ:,in the yard
wadęˀnyo:t,"a celebration, party"
wadǫ:nyeˀs,it is breathing; the pumping action of the gill
wadǫ:twahs,what it burns (in the way of fuel)
wadǫda:taˀ,it contains something; a container
wadǫgohtaˀ,it passes by
wadǫgwedanehgwih,taxi
wadǫhnetso:t,"stairs, ladder"
wadǫhnǫnyǫˀ,what the song says; it says something; a song that speaks
wadǫhwidaˀtrani:yǫ:t,swing
wadǫnyedahkwaˀ,gill
wadǫnyetaˀ,how it breathes; its a breather; the gill
wagyaˀdawiˀtri:ˀ,enough material for a full dress
wagyaˀdohai:,it is bathing (i.e. a bird)
wagye:sęh,it is easy
wagyenawahdǫh,a reserved or booked venue
wagyesahsdǫh,"sales, bargains"
wagyǫ:,something thrown away; discards
wahdęˀgwahs,it swells up
wahdǫhs,it disappears
wahe:tgęˀ gadahgwahs,spring tonic for males
wahetgęh,evil (in mind); bad
wahgwęnyataˀtaˀ,clothes dryer
wahsahǫh,"it is dyed, coloured"
wahsdehstaˀ,it is evaporating; it evaporates
wahsgohǫh,a bridge
wahsgwagaęheˀ,slanted roof
wahshę naˀdewˀęnya:wˀe:,thousand
wahshę:,ten
wahshę:gwęnihs,a dime
wahsiˀdagę:t,white foot
wahsiˀdǫ:t,hoof
wahsohǫ:t,it is dyed
wahsta:haˀ,it is crying
wahstwahdahnǫh,it goes around shrinking; its a shrinker
wahstwahs,it shrinks
wahstwahtaˀ,it shrinks (i.e. wool)
wahsǫdǫ:ni:,the night is marked (i.e. a time has been designated)
wahya:gwęh,picked fruit
wahyagehǫˀ,fruit lying around on the ground
wahyais,a musk melon; a cantaloupe; (literally: fruit is beginning to ripen)
wahyaniyǫ:taˀ,hanging fruit
wahyayętwęh,orchard; berry field
wahyaˀ,it is fruit
wahyaˀ niyǫ:taˀ,different or variety of hanging fruits
wahyoˀ,"cooked fruit, stewed fruit"
wahǫhdageh,on its ear
wajohai:,it is washing its hands
wakyędahkowanęh,big chair
wakyędahkwe:sǫˀs,"benches, pews"
wata:da:s,it rises up
watahineˀ,it is walking
watehgyaˀs,it (ground) is eroding
watgahadǫhs,it rolls
watgahadǫhs degahehdahihtaˀ,rototiller
watgahadǫhs degayęgyaˀs,chainsaw
watgaot,"a debt, a price"
watgaę:dahgwęh,an item that has been pawned
watgaę:dahkwaˀ,an item that has been pawned
watgehǫˀ,sales
watgęihstaˀ,it is portable
watgǫhsgwaˀtroˀ,window pane
watgǫhsohai:,it is washing its face
watnadinyǫ:dǫh,it has moved in
watnahsgǫ:ni:,it has been made into a pet
watnawi:neˀ,flowing liquid
watnegǫhda:s,water receptacle; it holds liquid
watnegǫhda:s deganǫnyaę:hęˀ,anti-freeze
watnoˀjohai:,it is brushing its teeth
watnęhęsdǫ:t,whole corn roasted on an open fire
watnǫˀaohai:,it is washing its head
watohgwaǫnyǫˀ,planting hills (already made)
watohgǫ:ni:ˀ,it is made into a bundle
watohgǫnyahnǫˀ,bundles
watsahniht,it works diligently 
watsihsdęhsrǫ:nih,Multiple Sclerosis
watsǫ:nyǫ:s,omen
watwihsdǫ:ni:,profit
watwihsdǫnyaˀdǫh,"profit, investment"
watę:do:wih,scarecrow
watęhdaę:hęˀ,it is shedding fur
watęhdaę:taˀ,it is shedding fur
watǫgai:s,it stiffens up all the time
watǫgai:staˀ,starch
watǫnˀadǫ:t,baked potatoes
watǫwaę:dahkwaˀgeh,a dock
waˀ,just now
waˀ gyęh,Listen! Excuse me! (exclamation to get someone's attention)
waˀ jih hya:ˀ,"wait a minute, a while; wait!"
waˀ ne:ˀ,today; now
waˀheh,just now
waˀheh tsǫ:,just now
waˀhehge:haˀ,"finally, at long last"
waˀji:hah,"presently, a little later, after a bit; after a while; afterwards; later"
waˀjih,after a while; wait
waˀjih tsǫ:,"soon, in a while, pretty soon"
waˀjihkę:ˀ,"almost, just about"
waˀjihkę:ˀ gyę:ˀ,almost; just about
waˀne:ˀ,"today, now"
waˀswahdǫh,it is extinguished
waˀę:no:dǫˀ,"saplings, young trees"
waˀęnoti:yǫˀ,Sharpened Stick Dance
waˀęnˀae:ˀ,Little Horses Dance
wę:do:ˀ,it is difficult
wę:sęhtwęh,a kick
wę:sętwahs,football (medicine game)
węda:jihs,dusk; twilight
węhnihsrade:nyoˀ,"every day, many days"
węhnihsradeˀ,this day
węhnihsragehka:ˀ,day usage
węhnihsragwe:gǫh,all day
węhnihsri:yo:,nice day
węhniˀdade:nyǫˀ,months
węnihsgaǫ:dǫˀ,wheels
węnihsgaǫ:dǫˀ adoˀji:naˀ,roller skates or roller blades
węnihsgaǫ:dǫˀ dehęnadoˀjinehtaˀ,they (male) are roller skating or roller blading
węnihsrǫˀ,"shelves, shelving"
węnitsgwahsra:ni:yǫ:t,jolly jumper
węnǫwaęhęˀ,it sinks (all the time)
węˀnho:tre:s,football (literally: long ball)
węˀnihsga:niyǫt,hanging hoop
węˀnihsga:ˀ,"circle, hoop, wheel"
węˀnihsgaę:ˀ,hoop (laying down)
węˀnihsgaǫ:ni:,hoop
yagwanętso:t,we all (exclusive) have an arm
yahgęhdaˀ,"morel, black type of mushroom"
yahso:t,"grandparent, grandchild (term of endearment)"
yakninętso:t,we two (exclusive) have an arm
Ędwadǫwe:sǫ:ˀ,We Will Rejoice Together (dance used in False Face ceremony)
Ęeaęer's Corner ho:nǫˀ,people who live near Beaver's Corner
Ęhadinǫhsohaiˀ,they (male) (the False Faces) will wash the house (for medicinal purposes); a ceremony during which the False Faces go from house to house
Ęhadiyaǫdataˀt,Drying Up the Trees Ceremony (ceremony done at the ending of the maple sap run)
Ęhęnadehsaheˀdaohe:k,Green Bean Ceremony (literally: they (male) gather the green beans)
Ęsganye:ˀ,Women's Dance
Ęshagodiwęnǫ:goht ahsǫhehka:ˀ ęhniˀda:gyeˀs,Moon Ceremony (literally: uplifting the stature of the moon)
ę tsǫ: itseˀ,you are wandering (right now)
ę tsǫ: itseˀs,you wander (all the time); you are over there
ę tsǫh ętseˀ,you will wander
ę: nahaha:dih,on the other side of the road
ę: nˀaganǫhsa:dih ,on the other side of the house
ę:deh,daylight; day
ę:ge:k,I will eat
ę:gǫˀ,I will give it to it
ę:sętwahs,a football game
ę:yehs,she will use something
ę:yonohdǫnyohǫk,they (animal) will be experiencing in thought or to feel good (depending on context)
ę:ˀ,Isn't it so? Yes? (question marker; asking for confirmation)
ędehka:ˀ,day kind (things used only during the day)
ędehsraˀ,sexual arousal
ędihsahsiˀgyaˀk,"you will stumble, stub your toe"
ędisanaˀgyę:ˀ,"it will mock, imitate you"
ędisaˀnigǫhi:yohs,your mind will become satisfied
ędwa:gęis,we all (inclusive) will postpone
ędwa:tro:wiˀ,we all (inclusive) will tell
ędwa:yǫˀ,I/we will give you all/it; we all will arrive
ędwadekǫ:niˀ,we all (inclusive) will eat
ędwadewayęnǫ:niˀ,we all (inclusive) will do it carefully or we all will do right
ędwadrihwahsˀa:ˀ,we all (inclusive) will plan something
ędwadrohe:k,we all (inclusive) will gather together
ędwadǫtga:dǫ:,we all (inclusive) will have a good time or enjoy ourselves
ędwagyadahni:ya:t,we all will be strong in body
ędwahaˀdanawęˀ,we all (inclusive) will quench our thirst; (used to mean 'we all will eat together' in Ganphlnylhk
ędwahshe:t,we all (inclusive) will count
ędwahsę:nǫˀ,we all (inclusive) will give it a name
ędwanawęˀaohe:k,Gathering of the Sugar Ceremony (done during Drying Up the Trees)
ędwashe:dǫh,"will all (inclusive) give a number, we all will number"
ędwathnegęˀgoˀ,it will be high tide
ędwathnigǫhahni:ya:t,we will make our mind strong
ędwayadǫ:niˀ,we all (inclusive) will build a track (as for snowsnake)
ędwayę:ˀ,"we all (inclusive) will set forth, we all will set down"
ędwaęnagada:t,we all (inclusive) will raise the song
ędwaęnage:tsgoˀ,we all (inclusive) will raise the song
ędwaǫdiˀdre:ˀ,we all (inclusive) will drag the log
ędwe:he:k,we all (inclusive) will in thought
ędwe:ˀ,we will go together
ędwęnˀewa:dęˀ,we all (inclusive) will startle it
ędwęˀnigǫho:dęˀ,we all (inclusive) will come up with an idea (i.e. plan)
ędyagodiˀdre:ˀ,they (female or mixed group) will come by vehicle
ędyagohsa:dęˀ,she will come by horseback
ędyagwahsa:węˀ,we all (exclusive) will begin or start
ędędahkwaˀ,brush
ęga:de:gaˀt,I will start a fire
ęga:dę:naˀt,I will take a lunch
ęga:goˀ,"sum, total"
ęga:gwe:niˀ,it can be; that is enough
ęga:gęˀ,it will see
ęga:gǫˀ,they (female or mixed group) will give it
ęga:ke:yǫˀ,I will give them
ęga:kwę:daˀ,it is going to finish eating
ęga:she:yǫˀ,you will give them
ęga:snęht,"I will get off, dismount"
ęga:tgęh,I will get up
ęga:tǫ:wi:s,I will sing seed songs
ęgadahseht,I will hide
ęgadehorsnęht,I will get off a horse (humorous)
ęgadehęh,I will be embarrassed
ęgadejiˀohgyak,I am going to cut my nails
ęgadejęhǫ:niˀ,I will start a fire (old word)
ęgadeteˀtra:,I am going to powder myself
ęgadeˀdaǫ:niˀ,I am going to get muddy
ęgadotga:dǫˀ,I will have a good time
ęgadwiya:nǫ:ˀ,I will babysit
ęgae:gwe:niˀ,they (female or mixed group) can do it or are able to do it
ęgae:yǫhǫ:ˀ,they (female or mixed group) will arrive
ęgaeda:graˀ,they (female or mixed group) will fall down
ęgaegęˀ,they (female or mixed group) will see it
ęgaesa:yǫˀ,they will give you
ęgaesęneˀwa:dęˀ,they will startle you (singular)
ęgaeˀa:ksǫ:ˀ,machine gun (literally: it shoots repetitively)
ęgagyǫsehaˀ,I am going to go and visit
ęgahaˀdana:węˀ,"it will quench its thirst, wet its throat"
ęgahjohai:,I am going to wash my hands
ęgahnegowanęˀse:k,there will be big bodies of waters
ęgahsaheˀdǫ:dęˀ,beans will sprout
ęgahsdaę:ˀ,I will cry
ęgahseht,I will hide something
ęgahsgane:k,I will long for something
ęgahyagoˀ,I will or might pick fruit
ęgahyagwahse:k,I will be a fruit picker
ęgaihwaędahk,it will become someone's responsibility
ęgakeyęneˀwa:dęˀ,I/we dual will startle them
ęgakyadǫ:ˀ,I will have a reading or I will have my fortune told
ęgakyadǫhnaˀ,I am going to go and have a reading
ęganyadai:nyǫk,there will be lakes
ęganǫnheˀ,it will fill up
ęganǫnyaę,it will freeze
ęgashenhaˀ,"you will command, hire them"
ęgasheyaˀdriyohsdęˀ,you will make them fight 
ęgasheyęneˀwa:dęˀ,you will startle them
ęgatgǫdrahk,"I will sleep on it, consider it"
ęgatgǫhsohai:,I am going to wash my face
ęgatnoˀjohai:ˀ,I am going to brush or wash my teeth
ęgatnǫhda:ˀ,"I will embark, get in something"
ęgatnǫhdahgoˀ,"I will disembark, get out of a vehicle"
ęgatnǫhga:ˀ,I am going to cut my hair
ęgatnǫˀaohai:ˀ,I am going to wash my head
ęgatrǫnyahnaˀ,I will go and tell
ęgatrǫnyahsiˀ,I will undress
ęgatsadǫ:ˀ,I will bury something over there
ęgatǫ:da:t,I will consent
ęgaǫ:da:wę:ˀ,they (female or mixed group) are going to swim
ęgaǫ:de:kǫ:niˀ,they (female or mixed group) are going to eat
ęgaǫ:dehsgyǫwa:ta:t,they (female or mixed group) will lose weight
ęgaǫ:dowihshę:ˀ,they (female or mixed group) are going to rest
ęgaǫ:drihoˀda:t,they (female or mixed group) are going to work
ęgaǫ:gidagrahdęˀ,"they are going to trip me, make me fall"
ęgaǫ:nitsgodǫ:nyǫ:ˀ,they (female or mixed group) will do sit ups
ęgaǫda:dǫˀ,they (female or mixed group) will give her/them
ęgaǫdadęneˀwa:dęˀ,they (female) will startle her/them (female)
ęgaǫdahgahsdǫ:,"they (female or mixed group) will endure; used in the sense of: ""go and cook in the cookhouse!"""
ęgaǫgęneˀwa:dęˀ,they will startle me
ęgaǫgǫˀ,they will give me
ęgaǫhǫ:k,they (female or mixed group) will understand a language
ęgaǫneˀwa:dęˀ,they (female or mixed group) will startle it
ęgaǫnihsgyageˀ,they (female or mixed group) will urinate
ęgaǫtǫ:wi:s,they (female or mixed group) will sing the seed songs; (also used as lullabies)
ęgaˀnihkǫ:k,it will be sewn
ęge:gęˀ,I will see
ęge:nho:dǫ:ˀ,I will lock it
ęgega:gwe:niˀ,I will afford it
ęgehsadǫ:ˀ,I will bury it (an animal)
ęgehtaęˀ,I will talk
ęgejiho:dęˀ,I will close it
ęgekwanǫ:t,I will feed it
ęgenhoha:,I will close the door
ęgeteˀt,I will pound
ęgihe:ˀ,I will die
ęgihsa:k,I will seek or look for it
ęgihęde:nyǫk,"there will be streams, rivers"
ęgiˀdrǫ:daˀk,"I will be at home, I will stay at home"
ęgoda:,I will drape it
ęgra:ge:ˀ,I will erase or wipe it
ęgrihwahni:ya:t,"I will affirm it, agree, defend it"
ęgrihwane:ˀa:k,I will sin
ęgrǫhyagęˀ,I will be in pain; I will labour
ęgwa:kdǫ:ˀ,I will test you all
ęgwa:yǫˀ,I will give you all; we all will give you
ęgwadęnaˀtranǫ:t,we will give you food
ęgya:gęˀ,I will go out
ęgya:naˀt,I will mark something
ęgyadekǫ:niˀ,we two (inclusive) will eat
ęgye:na:ˀ,"I will accept it, catch it"
ęgyoˀga:hah,it will be early night
ęgyę:de:ˀ,I will recognize it
ęgyǫnyahęh,it will boil
ęgęhsę:toˀ,I will kick it
ęgęnadahseht,they (animal) will hide
ęgęnadeˀgoˀ,they (animal) will flee or run away
ęgęnadi:nyǫˀ,I will be moving into a dwelling
ęgęnida:ge:ˀ,I will wipe myself clean of fecal matter
ęgęnęneˀwa:dęˀ,they (animal) will startle it
ęgęnǫˀ,they (animal) will give it
ęgęnˀewa:dęˀ,I will startle it
ęgǫ:niˀ,"I will make, earn it"
ęgǫ:yǫˀ,I will give you
ęgǫhǫgaǫˀ,"I will invite, request you"
ęgǫhǫhwaˀs,you will wait for me
ęgǫihwęhdęˀ,I will give you a significant message
ęgǫneˀwa:dęˀ,I will startle you
ęgǫyatgaędahgwęˀ,I will pawn to you
ęgǫyatgǫˀtra:s,I will bewitch you
ęgǫyatgǫˀtra:ˀ,I will bewitch you
ęgǫyena:waˀs,I will help you
ęha:do:wa:t,he will hunt
ęha:dǫ:goht,he will go past
ęha:gwe:niˀ,he can do it
ęha:gǫˀ,he will give me
ęhadageho:dęˀ,he will get an erection
ęhadawę:ˀ,he will swim
ęhadeteˀtra:,he is going to powder himself
ęhadinehwi:yaˀk,they (male) will circumcise it; (literally: they (male) will cut off skin)
ęhadiˀnigǫhda:nyo:ˀ,Condolence Ceremony; they (male) will console
ęhadrihwahsdihs,he will take care of the event
ęhadrǫhyaˀdahk,he will balk at the suggestion
ęhagyaˀdęˀgoˀ,his body will swell up
ęhagyˀado:dęˀ,"he will stand his body up, walk on his hands"
ęhagęnˀewahdęˀ,he will startle me
ęhahahsęhę:k,he will be a counsellor
ęhahawihsǫ:ˀ,he will carry something around
ęhahdo:,he will dive
ęhahs,he will use it
ęhahę:t,he will lead
ęhahęˀ,he will place it on something
ęhaihwanhodǫ:goˀ,he will open the gathering
ęhasdi:s,he is (will be) chosen to look after the event or ceremony
ęhatehnahtgehda:t,he will carry a large load or bundle; he will carry a message
ęhatgowaˀdǫniˀ,he will tan the hide
ęhayętwa:goˀ,he will harvest
ęhaęnaganyeˀ,he will trill the song
ęhdahkwaˀ,path; hallway; (literally: where they walk)
ęhe:hsǫˀ,you will give him
ęhe:yǫˀ,I will give him
ęhehnǫnyęˀ,"I will put a load on him, put a bundle on him"
ęhehsnǫdręˀ,you will follow him
ęhehsrehnagehda:t,you will put the bundle (load or message) on him
ęhehsrihwawaˀs,you will back up his ideas
ęhehswaˀne:dęˀ,I will back him up
ęhehsęneˀwa:dęˀ,you will startle him
ęhesyaˀdahdrǫ:gǫˀ,you will caress him
ęheyęneˀwa:dęˀ,I will startle him
ęhgahshehe:waht,you will punish them
ęhkniyena:wahs,I will help you two
ęhniˀda:gyeˀs,phases of the moon
ęhniˀda:ˀ,"a month, a moon"
ęhniˀdase:ˀ,it is a new month
ęhniˀdase:ˀ sagahgwa:ˀ,new moon
ęhnyahsga:ˀ,button
ęho:dǫˀs,it will be for his benefit 
ęho:yǫ:diˀ,he will smile
ęho:yǫˀ,it will give him
ęhodi:yǫˀ,it will give them (male) 
ęhohdogaˀdǫhǫ:gyeˀ,he will be growing along
ęhonęneˀwa:dęˀ,it will startle them (male) 
ęhonˀewa:dęˀ,it will startle him
ęhowanęneˀwa:dęˀ,she or he will startle them; they will startle him; they will startle them
ęhowęneˀwa:dęˀ,she or he will startle him
ęhoˀdaihaˀdǫhǫk,"he will be heating up something, he will be warming something"
ęhya:yǫˀ,he will give you
ęhyanaˀtsaˀe:k,he will spank you
ęhyęneˀwa:dęˀ,he will startle you
ęhę:nǫˀ,they (male) will give it
ęhęnaneˀwa:dęˀ,they (male) startled it
ęhęnatahsrǫdahnaˀ,"they (male) will go jack-lighting, spear-fishing"
ęhęnatohgwaǫnyǫˀ,they (male) will make planting hills
ęhęnatsa:dǫˀ,where will they (male) bury it?
ęhęnitsgodǫnyǫ:ˀ,he will do sit ups
ęhęnodrah,they (male) will sprinkle on something
ęhęnęneˀwa:dęˀ,they (male) will startle it
ęhęnˀewa:dęˀ,he will startle it; he just got startled
ęhęˀ,he will say
ęhęˀ,yes
ęhǫ:wa:nǫˀ,she or he will give them; they will give him; they will give them
ęhǫ:wa:yǫˀ,she or he will give him
ęhǫwadi:gęˀ,they will see him
ęhǫwadi:ye:na:ˀ,"they will arrest , catch him, them (male)"
ęhǫwadi:yǫˀ,"they or she or he will give him, them (male)"
ęhǫwadihehnǫnyęˀ,they will make him a load or bundle to carry; they will send him with a message
ęhǫwadihsadǫ:ˀ,"they will bury him, them (male)"
ęhǫwadihwaˀehsdęˀ,"they will unravel his message, demand an audience from him"
ęhǫwadinǫhda:,there will be a funeral for him; (literally: they will put him in)
ęhǫwadiwanǫ:goht ędehgeha:ˀ ga:gwa:ˀ,Sun Ceremony
ęhǫwanęneˀwa:dęˀ,they will startle him; she or he will startle them 
ęhǫwaˀsgwa:dahgoˀ,"they will geld, neuter, fix him; (literally: they will remove his testicles)"
ęhǫˀ,he will give it
ęjadrihwahseht,you two will have a secret
ęjadrihwahsrǫ:niˀ,you two will come to an agreement
ęjadrihwahsˀa:ˀ,"you two will plan, make a plan"
ęje:kse:k,she can (literally: will) eat it (again)
ęjidwanaˀda:k,we all (inclusive) will snack; (literally: we all (inclusive) will eat bread)
ęjidwanaˀdaiksǫ:ˀ,we all (inclusive) will snack; (literally: we all (inclusive) will bite the bread)
ęjidwatro:wiˀ,we all (inclusive) will tell about it again
ęjihswadahǫhsi:yohs,you all will listen again
ęjijadrihwahsrǫ:niˀ,you two will reconcile
ęjisadekǫnihagyeˀ,you can (literally: will) eat while you are going along
ęjisahstǫ:wi:s,you will rehurt yourself
ęjisajęˀt,it will cure you again
ęjisane:yǫ:ˀ,it will heal you
ęjisatganyˀagęˀ,"you will be reimbursed, refunded"
ęjǫˀ,you all will give it something
ękaˀdana:węˀ,"I will quench my thirst, wet my throat"
ęke:yǫˀ,I will give her
ękehǫda:yęht,I will whip her
ękekdohnaˀ,I am going to see her
ękeyęneˀwa:dęˀ,I will startle her
ękeyˀada:ˀ,I will rely on her
ęknegagriˀtrǫ:niˀ,I will make soup
ęknegehaˀ,I will drink it
ęknigǫhagahe:ˀ,I will be mentally exhausted
ęknigǫhaˀk,"I will expect it, be watching out for something"
ęknę:tsi:neˀ,"I will pull it by the arm, lead it by the arm"
ęknęhgwiˀ,"I will carry, move, tote it"
ęknęnˀewa:dęˀ,we two (inclusive) will startle it
ęknǫ:t,I will give it something to eat
ęknǫwa:k,I will crave something
ęknǫˀ,I/we two will give you two/it
ękre:ˀ,I will cut it
ękręˀ,I will place it into something
ękwihsdanihaˀ,I will borrow money
ękya:dǫ:ˀ,I will write
ękǫˀjihneˀ,I am going to get dark
ękˀnǫhsayę:toˀ,I will plant onions
ęnaganyada:dih,the other side of the lake
ęnhodǫgwahtaˀ,key
ęnihsga:ˀ,"wheel, circle, hoop"
